rank,star,status,status_datetime,trr_id,officer_id
Police Officer,,SUBMITTED,2018-06-30 08:04:00 AM,568893,
Police Officer,,SUBMITTED,2018-06-30 04:19:00 PM,569305,
Sergeant of Police,,SUBMITTED,2018-07-01 08:10:00 AM,569947,
Sergeant of Police,,SUBMITTED,2018-07-01 08:32:00 AM,569955,
Police Officer,,SUBMITTED,2018-07-01 03:16:00 PM,570281,
Sergeant of Police,,SUBMITTED,2018-07-02 05:35:00 AM,570281,
OFFICER,5882,,2016-04-15 05:49:00 AM,96478,32122
Police Officer,,SUBMITTED,2018-07-04 08:07:00 AM,572760,
Police Officer,,SUBMITTED,2018-07-04 07:20:00 AM,572988,
Sergeant of Police,,SUBMITTED,2018-07-05 05:30:00 AM,573382,
Sergeant of Police,,SUBMITTED,2018-07-05 05:42:00 AM,573492,
Police Officer,,SUBMITTED,2018-07-05 06:57:00 AM,573510,
Police Officer,,SUBMITTED,2018-07-05 09:15:00 AM,573510,
Sergeant of Police,,SUBMITTED,2018-07-05 08:38:00 AM,573591,
Sergeant of Police,,SUBMITTED,2018-07-07 09:32:00 AM,576320,
Sergeant of Police,,SUBMITTED,2018-07-07 04:01:00 PM,576658,
Sergeant of Police,,SUBMITTED,2018-07-07 03:53:00 PM,576664,
Police Officer,,SUBMITTED,2018-07-11 06:13:00 AM,579595,
Sergeant of Police,,SUBMITTED,2018-07-12 05:59:00 AM,580609,
Sergeant of Police,,SUBMITTED,2018-07-12 06:00:00 AM,580619,
Police Officer,,SUBMITTED,2018-07-12 03:01:00 PM,581524,
Police Officer,,SUBMITTED,2018-07-12 03:58:00 PM,581538,
Sergeant of Police,,SUBMITTED,2018-07-16 04:53:00 PM,585060,
Sergeant of Police,,SUBMITTED,2018-07-18 10:29:00 AM,586443,
Police Officer,,SUBMITTED,2018-07-18 10:11:00 AM,586489,
Sergeant of Police,,SUBMITTED,2018-07-18 10:37:00 AM,586489,
Sergeant of Police,,SUBMITTED,2018-07-18 04:54:00 PM,586749,
Sergeant of Police,,SUBMITTED,2018-07-22 01:43:00 PM,590172,
Police Officer,,SUBMITTED,2018-07-27 10:53:00 AM,594566,
Police Officer,,SUBMITTED,2018-08-16 11:44:00 AM,594566,
Police Officer,,SUBMITTED,2018-07-27 03:34:00 PM,594806,
Sergeant of Police,,SUBMITTED,2018-07-28 09:16:00 AM,595005,
Sergeant of Police,,SUBMITTED,2018-07-29 10:30:00 AM,595766,
Sergeant of Police,,SUBMITTED,2018-07-29 10:35:00 AM,595777,
Sergeant of Police,,SUBMITTED,2018-08-02 06:38:00 AM,599319,
Sergeant of Police,,SUBMITTED,2018-08-03 05:43:00 AM,600354,
Police Officer,,SUBMITTED,2018-08-03 03:05:00 PM,601096,
Sergeant of Police,,SUBMITTED,2018-08-03 04:10:00 PM,601096,
Police Officer,,SUBMITTED,2018-08-05 02:22:00 PM,602641,
Lieutenant of Police,,APPROVED,2018-10-16 09:17:00 AM,602952,
Sergeant of Police,,SUBMITTED,2018-08-07 11:04:00 AM,603815,
Sergeant of Police,,SUBMITTED,2018-08-07 11:02:00 AM,603818,
Sergeant of Police,,SUBMITTED,2018-08-07 08:29:00 AM,604160,
Detention Aide,,SUBMITTED,2018-08-07 04:48:00 PM,604668,
Detention Aide,,SUBMITTED,2018-08-08 05:36:00 AM,604690,
